dog,nseg,kb_avg,kb_total,coi
15986,2537,617543,243.415,0.280222
15997,2506,565170,225.527,0.256457
16011,2196,485408,221.042,0.220263
16021,2869,978229,340.965,0.44389
16037,2256,1.01727e+06,450.919,0.461605
16043,2204,503167,228.297,0.228322
16044,2506,583562,232.866,0.264802
16047,2542,825018,324.555,0.374368
16048,3111,953669,306.547,0.432745
16051,2380,1.07574e+06,451.992,0.488137
16101,2394,555516,232.045,0.252076
16107,2580,1.03534e+06,401.293,0.469805
16117,2063,467530,226.626,0.212151
16120,2480,923848,372.519,0.419213
16122,2398,1.00278e+06,418.175,0.45503
16123,2464,733946,297.868,0.333042
16125,2171,1.10177e+06,507.495,0.499949
16129,2406,1.07368e+06,446.252,0.487203
16146,2530,586435,231.792,0.266106
16148,3028,940680,310.661,0.426851
16153,2471,996618,403.326,0.452234
16158,2450,993648,405.571,0.450887
16159,2462,554632,225.277,0.251675
16179,2243,522480,232.938,0.237085
16182,1754,358272,204.26,0.162573
16185,1601,300431,187.652,0.136326
16186,2739,663583,242.272,0.301113
16187,2332,546653,234.414,0.248054
16197,2484,558871,224.988,0.253598
16200,2426,555856,229.125,0.25223
16201,2325,529157,227.594,0.240115
16208,2262,527316,233.12,0.23928
16210,2232,492251,220.543,0.223368
16214,2709,808425,298.422,0.366838
16217,2302,524605,227.891,0.238049
16221,1171,229588,196.061,0.10418
16243,2250,547769,243.453,0.248561
16296,2549,584967,229.489,0.26544
16299,1770,358503,202.544,0.162678
16300,2242,510956,227.902,0.231856
16301,2731,668299,244.709,0.303253
16302,2154,484869,225.102,0.220018
16303,2777,1.11203e+06,400.441,0.504605
16305,2647,851902,321.837,0.386567
16309,1866,1.37891e+06,738.966,0.625706
16312,2142,987028,460.797,0.447883
16355,2529,751799,297.271,0.341143
16599,2350,542576,230.883,0.246204
16663,2347,552824,235.545,0.250854
16752,2523,1.16213e+06,460.614,0.527338
16921,2525,587226,232.565,0.266465
16954,2357,532666,225.993,0.241707
17005,2369,505859,213.533,0.229543
17103,1999,436261,218.24,0.197962
17256,2295,500947,218.278,0.227314
17271,2507,588192,234.62,0.266903
17356,2262,521033,230.342,0.236429
17357,2373,563151,237.316,0.25554
17467,2400,1.2014e+06,500.585,0.545158
17468,2693,1.17055e+06,434.664,0.531159
17532,2520,579634,230.013,0.26302
17533,2474,536268,216.761,0.243342
17540,2785,730495,262.296,0.331476
17545,2425,763027,314.65,0.346238
17608,2043,454402,222.419,0.206193
17670,2428,566095,233.153,0.256876
17774,2070,466633,225.427,0.211744
17803,2514,597616,237.715,0.27118
17853,2306,526404,228.276,0.238866
17854,2276,506995,222.757,0.230059
17906,2440,550296,225.531,0.249707
17918,2537,976288,384.82,0.443009
17931,2349,544998,232.013,0.247303
17934,2270,513059,226.017,0.23281
18026,2433,537600,220.962,0.243946
18031,2308,514531,222.934,0.233478
18051,2299,577142,251.041,0.261889
18113,2283,500332,219.155,0.227035
18142,2237,511214,228.527,0.231973
18202,2387,554108,232.136,0.251437
18218,2372,760956,320.808,0.345298
18222,2362,536670,227.21,0.243524
18236,2068,923080,446.364,0.418865
18291,2123,461572,217.415,0.209447
18349,2437,606461,248.855,0.275193
18365,2330,872699,374.549,0.396004
18367,1945,392342,201.718,0.178033
18403,2451,610561,249.107,0.277054
18417,2286,504685,220.772,0.22901
18426,2103,473157,224.991,0.214704
18428,2526,987905,391.095,0.448281
18486,1905,417467,219.143,0.189434
18549,2486,557882,224.41,0.253149
18560,2439,589116,241.54,0.267323
18596,2307,589670,255.6,0.267574
18647,2445,570241,233.228,0.258758
18702,2172,617450,284.277,0.28018
18733,2274,877181,385.744,0.398037
18783,2433,578797,237.894,0.26264
18891,2339,607535,259.741,0.27568
18908,2484,611954,246.358,0.277686
19028,2105,482879,229.396,0.219115
19033,2774,643651,232.03,0.292069
19034,2595,802851,309.384,0.364309
19035,2202,479327,217.678,0.217504
19043,2348,575859,245.255,0.261307
19045,2936,1.01582e+06,345.986,0.460948
19174,2311,532954,230.616,0.241838
19175,1799,568606,316.068,0.258016
19220,2224,536871,241.399,0.243615
19221,2119,495090,233.643,0.224656
19223,2557,770927,301.497,0.349823
19226,3322,761091,229.106,0.345359
19256,2298,939623,408.887,0.426372
19310,2393,531605,222.15,0.241226
19320,2199,517891,235.512,0.235003
19370,2461,564999,229.581,0.256379
19398,2047,458333,223.905,0.207977
19520,2275,537710,236.356,0.243996
19660,2323,563322,242.497,0.255618
19746,2480,539842,217.678,0.244964
19750,2505,588890,235.086,0.26722
19766,2211,515305,233.064,0.233829
19781,2538,587603,231.522,0.266636
19787,2323,535031,230.319,0.24278
19793,2359,987762,418.721,0.448216
19827,2232,527978,236.549,0.23958
19830,2292,1.05245e+06,459.184,0.477569
19861,2867,747438,260.704,0.339164
19874,2424,548719,226.369,0.248992
19879,2078,464374,223.472,0.210718
19904,2261,501109,221.632,0.227388
19943,2162,499451,231.013,0.226635
19945,3139,965214,307.491,0.437984
19950,2426,566801,233.636,0.257197
19987,2076,1.05263e+06,507.046,0.477651
20030,2350,586045,249.381,0.265929
20059,2453,646403,263.515,0.293318
20109,2077,677994,326.429,0.307653
20129,2480,577836,232.998,0.262204
20137,2999,833943,278.074,0.378417
20139,2683,751983,280.277,0.341226
20158,2524,568876,225.387,0.258138
20209,2251,492996,219.012,0.223706
20210,2217,517528,233.436,0.234838
20239,2500,570817,228.327,0.259019
20250,2273,520453,228.972,0.236165
20254,2676,678410,253.517,0.307841
20280,2432,747093,307.193,0.339008
20286,2347,556373,237.057,0.252465
20303,2353,734185,312.021,0.33315
20324,2257,488103,216.262,0.221486
20362,2563,626936,244.61,0.284484
20363,2404,564509,234.821,0.256157
20367,2483,603895,243.212,0.274029
20368,2166,469281,216.658,0.212945
20383,2590,582918,225.065,0.26451
20420,2485,559373,225.1,0.253826
20424,2382,597382,250.79,0.271073
20479,2908,947348,325.773,0.429877
20520,2635,719965,273.231,0.326698
20524,2551,592867,232.406,0.269025
20527,2368,816915,344.981,0.370691
20529,2461,732870,297.793,0.332554
20548,4703,1.48451e+06,315.652,0.673624
20549,4877,1.5545e+06,318.74,0.705384
20550,4312,1.743e+06,404.22,0.790919
20594,1547,304672,196.944,0.138251
20616,2141,494291,230.869,0.224294
20617,2126,459590,216.176,0.208548
20628,2589,904833,349.491,0.410585
20629,2569,595259,231.708,0.27011
20638,2552,739424,289.743,0.335528
20639,2502,743122,297.011,0.337206
20640,2415,850259,352.074,0.385821
20678,2454,559748,228.096,0.253996
20682,2405,587368,244.228,0.266529
20687,2519,581070,230.675,0.263671
20689,2873,763895,265.887,0.346632
20692,2242,514519,229.491,0.233473
20776,2435,565057,232.056,0.256405
20823,2538,626554,246.869,0.284311
20843,2371,528724,222.996,0.239919
20859,2333,774303,331.892,0.351355
20860,2411,834469,346.109,0.378656
20921,2559,585560,228.824,0.265709
20936,2424,734197,302.887,0.333156
20951,2374,732144,308.401,0.332224
20960,2346,996964,424.963,0.452391
20967,2696,929878,344.91,0.42195
20974,2703,732301,270.921,0.332295
20975,2383,627560,263.349,0.284767
21026,2368,519000,219.172,0.235506
21075,2225,515270,231.582,0.233813
21106,2462,566438,230.072,0.257032
21158,2470,575902,233.159,0.261326
21160,2400,558321,232.634,0.253349
21170,2294,538336,234.671,0.24428
21233,2723,771184,283.211,0.349939
21235,2745,662437,241.325,0.300593
21238,2421,703718,290.673,0.319325
21239,2682,746920,278.494,0.338929
21254,2321,1.17034e+06,504.242,0.531064
21260,2565,718812,280.238,0.326175
21263,2941,985850,335.209,0.447348
21264,2780,1.01451e+06,364.93,0.460353
21265,2920,891755,305.395,0.404651
21294,2194,487216,222.068,0.221083
21341,2818,825453,292.922,0.374565
21345,2369,831006,350.784,0.377085
21352,2618,728229,278.162,0.330448
21354,2467,720573,292.085,0.326974
21357,2366,1.03751e+06,438.507,0.47079
21409,2442,561610,229.98,0.254841
21428,2442,624927,255.908,0.283572
21440,2459,572381,232.77,0.259729
21496,3598,848774,235.902,0.385147
21534,2535,570791,225.164,0.259007
21565,2514,565991,225.136,0.256829
21590,2179,506258,232.335,0.229724
21597,2328,552539,237.345,0.250725
21605,2088,1.13097e+06,541.653,0.513199
21606,2129,1.08462e+06,509.448,0.492167
21620,2291,551815,240.862,0.250396
21627,2436,583823,239.665,0.264921
21672,2414,822741,340.821,0.373334
21728,1904,394492,207.191,0.179008
21761,2456,608460,247.744,0.2761
21768,2516,595784,236.798,0.270348
21782,2217,488144,220.182,0.221505
21804,2414,560566,232.215,0.254367
21806,2408,537267,223.117,0.243795
21813,2378,517783,217.739,0.234954
21815,2177,480058,220.514,0.217835
21816,2316,1.09279e+06,471.844,0.495874
21828,2121,471076,222.101,0.21376
21835,2155,524709,243.484,0.238097
21858,2040,447232,219.232,0.20294
21866,2444,1.00668e+06,411.9,0.4568
21884,1941,441628,227.526,0.200397
21888,2435,548870,225.409,0.24906
21889,2425,568072,234.256,0.257773
21925,1990,588969,295.964,0.267256
21978,2393,556136,232.401,0.252357
21993,2650,1.13488e+06,428.258,0.514973
21995,2216,470477,212.309,0.213488
21996,1900,385210,202.742,0.174796
22004,2266,529167,233.525,0.24012
22024,2329,572501,245.814,0.259783
22025,2373,540974,227.971,0.245477
22026,1979,432653,218.622,0.196324
22034,2333,552602,236.863,0.250754
22040,2561,650299,253.924,0.295085
22041,2706,623517,230.42,0.282933
22042,1640,331161,201.928,0.150271
22043,2417,1.12669e+06,466.154,0.511257
22128,2190,457854,209.066,0.20776
22159,2465,1.30288e+06,528.55,0.591206
22163,2426,584617,240.98,0.265281
22164,2230,497281,222.996,0.225651
22165,1989,423533,212.938,0.192186
22166,2406,625934,260.155,0.284029
22167,2385,534250,224.004,0.242426
22168,2428,596198,245.551,0.270536
22181,2272,520989,229.308,0.236409
22190,2427,534552,220.252,0.242563
22205,2383,888256,372.747,0.403063
22208,2352,546829,232.495,0.248134
22212,2415,536938,222.335,0.243646
22218,2374,551750,232.414,0.250367
22250,2559,760233,297.082,0.34497
22251,2625,926480,352.945,0.420408
22252,2302,761716,330.893,0.345643
22256,2400,611595,254.831,0.277523
22257,2198,483837,220.126,0.21955
22272,1887,412545,218.625,0.1872
22279,2343,510639,217.943,0.231712
22289,2667,1.13471e+06,425.465,0.514896
22291,2366,545597,230.599,0.247575
22298,2512,705440,280.828,0.320107
22319,2470,548025,221.872,0.248677
22342,2405,567875,236.123,0.257684
22359,2001,469375,234.57,0.212988
22384,2463,1.05742e+06,429.321,0.479824
22385,2476,529251,213.752,0.240158
22386,2318,845327,364.679,0.383583
22388,2349,1.09429e+06,465.855,0.496555
22396,2548,580787,227.938,0.263543
22397,2470,621240,251.514,0.281899
22400,2068,459800,222.341,0.208643
22405,2378,577665,242.92,0.262126
22488,2099,491702,234.255,0.223119
22523,2715,1.32944e+06,489.665,0.603259
22524,2142,1.05621e+06,493.095,0.479275
22525,2295,1.12578e+06,490.537,0.510844
22526,2282,1.062e+06,465.381,0.481903
22527,2456,1.08218e+06,440.626,0.49106
22548,2507,780069,311.156,0.353971
22582,2232,520968,233.408,0.236399
22590,2326,561592,241.441,0.254833
22617,2325,550339,236.705,0.249727
22619,2316,573776,247.744,0.260362
22636,2010,1.29996e+06,646.744,0.589881
22653,2231,518078,232.218,0.235088
22730,2535,826408,325.999,0.374998
22733,2371,534363,225.375,0.242477
22735,2330,534287,229.308,0.242443
22787,2367,553030,233.642,0.250948
22791,2441,550794,225.643,0.249933
22830,2303,1.19085e+06,517.086,0.540371
22843,2238,978596,437.264,0.444056
22871,2493,714660,286.667,0.32429
22877,2307,588799,255.223,0.267179
22905,2441,581625,238.273,0.263923
22923,2285,515435,225.573,0.233888
22964,2284,522824,228.907,0.237241
22997,2378,736666,309.784,0.334276
23060,2196,497311,226.462,0.225664
23244,2376,542226,228.21,0.246045
23411,2443,632188,258.775,0.286867
23413,2543,586981,230.822,0.266354
23414,2529,591530,233.899,0.268418
23432,1972,642471,325.797,0.291533
23517,2578,1.02084e+06,395.981,0.463225
23531,2754,821506,298.295,0.372774
23562,2421,543786,224.612,0.246753
23577,2552,600918,235.47,0.272678
23588,2299,556821,242.202,0.252668
23604,2445,572135,234.002,0.259617
23687,2402,520911,216.866,0.236373
23822,2457,767980,312.568,0.348485
23828,1792,394482,220.135,0.179004
23901,2437,562859,230.964,0.255408
23925,2090,468511,224.168,0.212596
23962,2493,669865,268.698,0.303964
23963,2307,589365,255.468,0.267436
24108,2584,837365,324.058,0.37997
24165,2598,636180,244.873,0.288679
24393,2113,825876,390.855,0.374757
24536,2122,1.18394e+06,557.938,0.537235
24539,2541,664995,261.706,0.301754
24580,2385,687982,288.462,0.312185
24626,2409,570731,236.916,0.25898
24661,2492,585766,235.059,0.265802
24691,2416,790965,327.386,0.358915
24838,2439,578523,237.197,0.262516
24859,2369,993814,419.508,0.450962
24862,2424,541883,223.549,0.24589
25144,2461,956800,388.785,0.434166
25185,2010,1.08952e+06,542.051,0.49439
25243,2461,559120,227.192,0.253711
25265,2524,842770,333.902,0.382423
25266,2219,995177,448.48,0.45158
25272,2446,923905,377.721,0.419239
25274,2397,567364,236.698,0.257452
25275,2472,1.09238e+06,441.902,0.495688
25316,2223,532167,239.391,0.241481
25317,2322,575813,247.982,0.261286
25327,2374,661600,278.686,0.300213
25377,2487,697953,280.641,0.316709
25396,2506,576398,230.007,0.261551
25419,2511,581931,231.753,0.264062
25448,1790,378526,211.467,0.171763
25467,2116,1.06549e+06,503.539,0.483486
25506,2276,521991,229.346,0.236863
25516,2202,489197,222.16,0.221982
25517,2820,670251,237.678,0.304139
25590,2443,556789,227.912,0.252654
25618,2241,523402,233.557,0.237504
25634,2353,680386,289.157,0.308738
25655,2507,579130,231.005,0.262791
25698,2560,633625,247.51,0.287519
25714,2481,793639,319.887,0.360129
25789,2310,527018,228.146,0.239144
25813,2266,632025,278.917,0.286793
25815,2426,990711,408.372,0.449554
25832,2500,573194,229.278,0.260098
25860,2133,495593,232.345,0.224885
25875,2635,687466,260.898,0.311951
25884,2089,1.06775e+06,511.13,0.484512
25942,2106,479845,227.846,0.217739
25974,2461,629469,255.778,0.285633
25993,2420,541694,223.84,0.245804
26067,2500,848329,339.332,0.384945
26080,2570,789883,307.347,0.358424
26129,2124,487393,229.469,0.221164
26130,2464,644330,261.498,0.292377
26249,2369,1.0353e+06,437.022,0.469787
26291,2266,502661,221.827,0.228092
26312,2263,501526,221.62,0.227577
26313,2189,856865,391.441,0.388819
26463,2375,719646,303.009,0.326553
26490,2489,596818,239.782,0.270817
26492,2987,869613,291.133,0.394603
26503,2547,696536,273.473,0.316066
26551,2391,596303,249.395,0.270584
26582,1946,405310,208.278,0.183917
26683,2277,497260,218.384,0.225641
26777,2459,546427,222.215,0.247952
26812,2418,552286,228.406,0.25061
26818,2027,490124,241.798,0.222403
26826,2484,686417,276.336,0.311475
26844,1766,382558,216.624,0.173593
26863,2096,438745,209.325,0.199089
26868,2624,700047,266.786,0.31766
26871,2377,545426,229.46,0.247497
26881,2054,897326,436.867,0.407179
26883,2464,612215,248.464,0.277804
26912,2272,1.04525e+06,460.057,0.474302
26922,2010,424147,211.018,0.192465
26936,2450,567918,231.803,0.257704
26961,2362,544685,230.603,0.247161
26977,2208,904168,409.497,0.410283
26992,2398,566326,236.166,0.256981
27011,2439,878794,360.309,0.398769
27037,2781,739869,266.044,0.33573
27059,2209,487779,220.815,0.221339
27065,2400,539235,224.681,0.244688
27084,2500,603992,241.597,0.274073
27089,2362,528126,223.593,0.239647
27142,2380,561987,236.129,0.255012
27143,2316,533364,230.295,0.242024
27192,2054,447166,217.705,0.20291
27231,2447,526267,215.066,0.238804
27297,2397,561936,234.433,0.254989
27348,1824,371413,203.625,0.168536
27356,2423,669361,276.253,0.303735
27361,2369,562202,237.316,0.25511
27368,2224,652093,293.207,0.2959
27373,2679,1.06003e+06,395.681,0.481009
27375,2170,494071,227.683,0.224194
27394,2369,536342,226.4,0.243375
27413,2435,682007,280.085,0.309474
27462,2746,892026,324.846,0.404774
27475,3293,882880,268.108,0.400623
27478,2187,504667,230.758,0.229002
27504,2527,648003,256.432,0.294044
27524,2381,574040,241.092,0.260481
27550,2415,559987,231.879,0.254105
27555,2594,794649,306.341,0.360587
27558,2386,565592,237.046,0.256648
27559,2015,1.04344e+06,517.838,0.473481
27573,2469,575038,232.903,0.260934
27594,2256,541775,240.148,0.245841
27601,2319,607500,261.966,0.275665
27640,2288,510210,222.994,0.231517
27652,2373,526099,221.702,0.238727
27663,2552,770054,301.745,0.349427
27665,2156,485406,225.142,0.220262
27668,2407,583400,242.376,0.264729
27681,2215,581850,262.686,0.264025
27682,2462,529247,214.966,0.240156
27688,2510,600054,239.065,0.272286
27728,2522,595239,236.019,0.270101
27731,2493,584467,234.443,0.265213
27760,2402,551210,229.48,0.250122
27815,2396,586802,244.909,0.266272
27837,2422,560872,231.574,0.254506
27849,1861,391971,210.624,0.177864
27850,2573,1.05401e+06,409.642,0.478277
27853,2728,745130,273.142,0.338117
27857,2418,600990,248.548,0.272711
27909,2061,442435,214.67,0.200763
27911,2337,531958,227.624,0.241386
27929,2473,653675,264.325,0.296617
27944,2177,490619,225.365,0.222628
27946,2339,530629,226.862,0.240783
27950,2684,1.08972e+06,406.006,0.494481
27951,2518,760528,302.037,0.345104
27956,2222,508529,228.861,0.230755
27967,2112,1.04442e+06,494.517,0.473925
27986,2425,873525,360.217,0.396378
27998,1794,376267,209.736,0.170738
27999,2493,1.02383e+06,410.681,0.464582
28004,2284,512208,224.259,0.232424
28005,2206,491177,222.655,0.222881
28013,2482,617634,248.845,0.280263
28017,2514,746789,297.052,0.33887
28031,2200,479223,217.829,0.217456
28040,2413,606426,251.316,0.275177
28046,2281,561198,246.032,0.254654
28064,1941,430841,221.968,0.195502
28067,2331,536690,230.24,0.243533
28068,2260,530107,234.561,0.240546
28078,2679,757663,282.816,0.343804
28079,2314,504307,217.937,0.228839
28094,2189,487900,222.887,0.221394
28095,2293,505988,220.666,0.229602
28099,2414,548396,227.173,0.248845
28100,2394,565978,236.415,0.256823
28102,1974,419984,212.758,0.190576
28107,2311,535635,231.776,0.243054
28120,2385,580877,243.554,0.263584
28138,2326,547482,235.375,0.24843
28141,2399,553845,230.865,0.251318
28145,2153,1.10112e+06,511.435,0.499654
28150,1941,415439,214.033,0.188513
28163,2565,639711,249.4,0.290281
28165,2518,632501,251.192,0.287009
28173,2304,538376,233.67,0.244298
28193,2438,879892,360.907,0.399268
28208,1998,426224,213.325,0.193407
28209,2520,617777,245.15,0.280328
28218,2562,660131,257.662,0.299547
28226,2330,552185,236.989,0.250564
28231,2336,525705,225.045,0.238549
28236,2473,945922,382.5,0.42923
28237,2302,529664,230.088,0.240345
28245,2416,538301,222.807,0.244264
28246,2236,506202,226.387,0.229699
28249,2173,446871,205.647,0.202776
28258,2191,516976,235.955,0.234588
28261,2322,520868,224.319,0.236354
28269,2460,671521,272.976,0.304715
28275,2533,918651,362.673,0.416855
28278,2408,655893,272.381,0.297624
28290,2638,683983,259.281,0.31037
28299,2117,449862,212.5,0.204133
28309,2200,889978,404.536,0.403844
28314,2299,529667,230.39,0.240346
28316,2204,457978,207.794,0.207816
28323,2424,553295,228.257,0.251068
28336,2339,672497,287.515,0.305158
28339,2301,534511,232.295,0.242544
28348,2502,622361,248.745,0.282408
28354,2494,818972,328.377,0.371624
28356,2414,557159,230.803,0.252821
28361,2420,568056,234.734,0.257766
28362,2476,634392,256.217,0.287867
28365,2405,552071,229.552,0.250513
28373,2291,501821,219.04,0.227711
28374,2197,580740,264.333,0.263522
28376,2289,529407,231.283,0.240228
28387,2180,464986,213.296,0.210996
28388,2111,475829,225.405,0.215916
28409,2230,462810,207.538,0.210009
28412,2599,923396,355.289,0.419008
28424,2463,608038,246.869,0.275909
28425,2495,910686,365.004,0.413241
28432,2325,535743,230.427,0.243104
28433,2343,1.03178e+06,440.367,0.46819
28438,2083,462638,222.102,0.209931
28440,2575,711186,276.189,0.322714
28445,2344,568003,242.322,0.257742
28449,2418,555841,229.876,0.252223
28450,2355,576743,244.902,0.261708
28451,2410,572372,237.499,0.259725
28453,1890,1.29455e+06,684.949,0.587427
28459,2459,736454,299.493,0.33418
28463,2594,914883,352.692,0.415145
28482,2908,1.03416e+06,355.627,0.46927
28495,1916,407380,212.62,0.184856
28502,2417,550143,227.614,0.249638
28505,2611,877403,336.041,0.398138
28506,2059,536540,260.583,0.243465
28508,2370,545777,230.286,0.247657
28510,2384,534619,224.253,0.242593
28525,2374,852823,359.235,0.386985
28529,2212,488417,220.803,0.221628
28535,2425,537941,221.831,0.244101
28538,2255,987135,437.754,0.447931
28539,2337,540066,231.094,0.245065
28544,2403,568874,236.735,0.258137
28554,1829,403956,220.861,0.183303
28558,2531,591728,233.792,0.268508
28561,2394,545231,227.749,0.247409
28578,2346,544936,232.283,0.247275
28583,2478,594086,239.744,0.269578
28586,2500,568075,227.23,0.257775
28593,2267,501286,221.123,0.227468
28597,2220,1.34631e+06,606.446,0.610914
28604,2888,1.18019e+06,408.654,0.535534
28623,2380,559206,234.96,0.25375
28625,2348,623085,265.368,0.282737
28626,2358,611108,259.163,0.277302
28629,2236,500772,223.959,0.227235
28635,2451,570536,232.777,0.258891
28636,2215,503268,227.209,0.228367
28637,2110,452358,214.388,0.205266
28658,2378,557106,234.275,0.252797
28661,2643,1.15105e+06,435.508,0.522311
28674,2304,862881,374.514,0.391549
28675,2303,534827,232.23,0.242688
28682,2217,824301,371.809,0.374042
28693,2413,553071,229.205,0.250966
28706,2384,577442,242.216,0.262025
28718,2454,662708,270.052,0.300716
28721,2478,674449,272.175,0.306044
28724,2546,899846,353.435,0.408322
28731,2492,581932,233.52,0.264063
28754,2438,552329,226.55,0.25063
28756,2492,588230,236.047,0.26692
28760,2458,605314,246.263,0.274673
28775,2279,584402,256.429,0.265183
28779,2306,529269,229.518,0.240166
28781,2273,517900,227.849,0.235007
28782,2316,559716,241.674,0.253982
28783,2272,505340,222.421,0.229308
28791,1999,446506,223.365,0.202611
28793,3373,957596,283.9,0.434527
28797,2368,597078,252.145,0.270935
28799,2476,671712,271.289,0.304802
28851,2777,933069,335.999,0.423398
28870,2502,1.18833e+06,474.953,0.539227
28874,2350,522151,222.192,0.236936
28875,2286,1.18677e+06,519.146,0.538519
28879,2438,566047,232.177,0.256855
28885,2539,582878,229.57,0.264492
28886,2011,459887,228.686,0.208682
28887,1990,422888,212.507,0.191893
28904,3041,1.0916e+06,358.961,0.495334
28906,2311,496342,214.774,0.225225
28926,2407,545678,226.704,0.247612
28945,2373,548667,231.212,0.248968
28954,2172,515609,237.389,0.233967
28968,2294,511260,222.868,0.231994
28997,2242,504038,224.816,0.228717
29001,2428,561163,231.122,0.254638
29018,2008,446149,222.186,0.202449
29049,2455,569414,231.94,0.258382
29078,2528,590744,233.68,0.268061
29098,2012,412837,205.188,0.187333
29121,2243,477634,212.944,0.216735
29128,1854,392203,211.544,0.17797
29146,2143,490296,228.79,0.222481
29152,2380,549005,230.674,0.249121
29166,3373,1.39942e+06,414.888,0.635013
29251,2515,964420,383.467,0.437624
29258,2423,574581,237.136,0.260727
29282,2430,1.07971e+06,444.325,0.489939
29283,2470,1.09018e+06,441.368,0.49469
29285,2736,857469,313.403,0.389093
29316,2359,551939,233.971,0.250453
29332,2285,506414,221.626,0.229795
29348,2440,958982,393.026,0.435156
29358,2027,477109,235.377,0.216497
29364,2444,627104,256.589,0.28456
29389,1631,1.49254e+06,915.105,0.677268
29434,2423,554263,228.751,0.251507
29442,2495,716317,287.101,0.325042
29448,2147,515849,240.265,0.234076
29460,2281,960850,421.241,0.436004
29462,2469,584775,236.847,0.265353
29467,2362,535477,226.705,0.242983
29476,2079,487193,234.34,0.221073
29480,2305,518240,224.833,0.235161
29488,2576,886395,344.097,0.402218
29493,2519,688605,273.364,0.312468
29509,2487,715962,287.882,0.324881
29542,2466,954747,387.164,0.433234
29573,2295,488680,212.933,0.221748
29594,2387,566266,237.229,0.256954
29631,2382,804144,337.592,0.364896
29681,2160,494330,228.857,0.224312
29690,2442,549965,225.211,0.249557
29696,2447,1.11265e+06,454.701,0.504886
29705,2474,610208,246.648,0.276893
29711,2388,567252,237.543,0.257401
29728,2446,695006,284.14,0.315372
29769,2567,682021,265.688,0.30948
29812,2493,972311,390.016,0.441204
29813,2125,1.09331e+06,514.498,0.49611
29815,2120,1.1117e+06,524.389,0.504455
29831,2789,835782,299.671,0.379252
29839,2326,1.20281e+06,517.116,0.545798
29844,2549,878577,344.675,0.398671
29845,2279,516164,226.487,0.234219
29855,2310,1.01438e+06,439.124,0.460294
29867,2405,558892,232.387,0.253608
29880,2401,568701,236.86,0.258059
29895,2138,1.16491e+06,544.86,0.5286
29896,2209,544886,246.667,0.247252
29909,2259,519506,229.972,0.235736
29931,2306,540890,234.558,0.245439
29936,2451,574436,234.368,0.260661
30009,2148,494630,230.275,0.224448
30012,2429,574183,236.387,0.260546
30021,2418,644281,266.452,0.292355
30022,2019,449345,222.558,0.203899
30073,2248,523094,232.693,0.237364
30079,2295,518192,225.792,0.235139
30154,2248,546184,242.964,0.247841
30157,2504,560823,223.971,0.254484
30253,2252,514392,228.416,0.233415
30270,2288,519193,226.92,0.235594
30271,2386,533352,223.534,0.242019
30293,2225,523728,235.383,0.237651
30330,2402,545247,226.997,0.247416
30348,2550,1.0192e+06,399.685,0.462481
30349,2235,615187,275.252,0.279153
30350,2243,502815,224.171,0.228162
30396,2150,945063,439.564,0.42884
30397,2452,861776,351.458,0.391047
30407,2339,521080,222.779,0.23645
30444,2581,970280,375.932,0.440283
30525,2528,649651,256.982,0.294791
30527,2171,492736,226.963,0.223588
30551,2739,771076,281.517,0.34989
30552,2136,989366,463.186,0.448944
30580,2300,498899,216.913,0.226385
30621,2399,614142,255.999,0.278679
30647,2389,601715,251.869,0.27304
30648,2321,1.2601e+06,542.913,0.571794
30670,2532,922304,364.259,0.418513
30709,2498,584769,234.095,0.26535
30715,2676,787466,294.27,0.357328
30728,2119,488674,230.615,0.221745
30737,2452,661517,269.787,0.300176
30738,2407,566326,235.283,0.256981
30803,2415,663131,274.588,0.300908
30805,2373,556338,234.445,0.252449
30814,2171,479346,220.795,0.217512
30816,2357,540324,229.242,0.245182
30829,2545,595530,234,0.270233
30838,2193,505201,230.37,0.229244
30841,1984,410122,206.715,0.186101
30850,2413,588226,243.774,0.266919
30851,2490,562689,225.98,0.255331
30854,2570,920309,358.097,0.417608
30860,2292,926573,404.264,0.42045
30900,2471,643339,260.356,0.291927
30944,2345,546156,232.902,0.247829
30946,2707,795609,293.908,0.361023
30947,1895,450840,237.91,0.204577
30987,3139,1.18951e+06,378.946,0.539763
30988,2479,600778,242.347,0.272614
30995,2610,761351,291.705,0.345477
30996,2531,570574,225.434,0.258909
31010,2514,920870,366.297,0.417862
31013,2436,735327,301.858,0.333669
31057,2416,533531,220.833,0.2421
31099,1781,390442,219.226,0.17717
31121,2034,1.2595e+06,619.225,0.571522
31124,2360,552174,233.972,0.250559
31131,2340,540108,230.815,0.245084
31149,2484,600364,241.692,0.272427
31179,2340,1.0401e+06,444.488,0.471965
31180,1815,1.39695e+06,769.671,0.633892
31220,2277,510461,224.181,0.231631
31221,2405,559744,232.742,0.253994
31260,2296,544942,237.344,0.247278
31265,2461,799255,324.769,0.362677
31266,2664,840073,315.343,0.381199
31314,2291,650632,283.995,0.295237
31324,2298,741697,322.758,0.336559
31325,2498,585573,234.417,0.265715
31343,2437,578808,237.508,0.262645
31357,2349,541298,230.438,0.245624
31376,2605,799582,306.941,0.362825
31398,2372,552345,232.861,0.250637
31412,2259,623898,276.183,0.283106
31413,2350,870866,370.581,0.395172
31433,2586,942449,364.443,0.427654
31489,2096,841785,401.615,0.381976
31649,2518,651674,258.806,0.295709
